baseline,benchmark,mode,model,served_model_name,task_id,sample_id,compile_pass,sim_pass,final_pass,failure_category,prompt_hash,latency_seconds,completion_tokens,total_tokens,source_run_id
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob001_zero,1,True,True,True,passed,45a7aa2f55defcff852e011d65ec5862b7f5f0e9c231880696dec3c5d117940b,0.5727149527519941,30,161,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob001_zero,2,True,True,True,passed,45a7aa2f55defcff852e011d65ec5862b7f5f0e9c231880696dec3c5d117940b,0.6021057162433863,30,161,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob001_zero,3,True,True,True,passed,45a7aa2f55defcff852e011d65ec5862b7f5f0e9c231880696dec3c5d117940b,0.5882308427244425,30,161,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob001_zero,4,True,True,True,passed,45a7aa2f55defcff852e011d65ec5862b7f5f0e9c231880696dec3c5d117940b,0.5274539072997868,30,161,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob001_zero,0,True,True,True,passed,45a7aa2f55defcff852e011d65ec5862b7f5f0e9c231880696dec3c5d117940b,1.4018595409579575,29,160,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob001_zero,1,True,True,True,passed,45a7aa2f55defcff852e011d65ec5862b7f5f0e9c231880696dec3c5d117940b,0.22740840027108788,30,161,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob001_zero,2,True,True,True,passed,45a7aa2f55defcff852e011d65ec5862b7f5f0e9c231880696dec3c5d117940b,0.1967310248874128,30,161,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob001_zero,3,True,True,True,passed,45a7aa2f55defcff852e011d65ec5862b7f5f0e9c231880696dec3c5d117940b,0.19013628084212542,29,160,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob001_zero,4,True,True,True,passed,45a7aa2f55defcff852e011d65ec5862b7f5f0e9c231880696dec3c5d117940b,0.19617004692554474,30,161,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob002_m2014_q4i,0,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,2.0604327311739326,43,175,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob002_m2014_q4i,1,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,2.0507771279662848,43,175,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob002_m2014_q4i,2,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,2.0513307321816683,43,175,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob002_m2014_q4i,3,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,1.966769978404045,43,175,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob002_m2014_q4i,4,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,2.1059631099924445,43,175,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob002_m2014_q4i,0,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.4647954273968935,24,153,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob002_m2014_q4i,1,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.46040758956223726,26,155,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob002_m2014_q4i,2,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.46018150728195906,26,155,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob002_m2014_q4i,3,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.4770498080179095,27,156,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob002_m2014_q4i,4,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.47779201436787844,27,156,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob002_m2014_q4i,0,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.18050506804138422,27,156,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob002_m2014_q4i,1,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.17426311364397407,27,156,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob002_m2014_q4i,2,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.17397405486553907,27,156,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob002_m2014_q4i,3,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.17405980499461293,27,156,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob002_m2014_q4i,4,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.17373521905392408,27,156,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob002_m2014_q4i,0,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.5451288316398859,30,165,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob002_m2014_q4i,1,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.5414397171698511,30,165,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob002_m2014_q4i,2,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.5049509070813656,28,163,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob002_m2014_q4i,3,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.5242292899638414,30,165,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob002_m2014_q4i,4,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.5509334211237729,30,165,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob002_m2014_q4i,0,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.19880099408328533,30,165,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob002_m2014_q4i,1,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.1928945858962834,30,165,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob002_m2014_q4i,2,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.19523123186081648,30,165,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob002_m2014_q4i,3,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.19581737788394094,30,165,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob002_m2014_q4i,4,True,True,True,passed,9c3a692a370139db66768da39bb616a466ee8c5b83bf3aa1b2839d3e206e031b,0.19509875401854515,30,165,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob003_step_one,0,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,1.6869369614869356,35,167,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob003_step_one,1,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,1.652433356270194,35,167,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob003_step_one,2,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,1.6403865041211247,34,166,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob003_step_one,3,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,1.6656345138326287,35,167,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob003_step_one,4,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,1.690483096987009,35,167,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob003_step_one,0,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.4605054631829262,26,155,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob003_step_one,1,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.4595867767930031,26,155,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob003_step_one,2,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.4601857364177704,26,155,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob003_step_one,3,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.45965859945863485,26,155,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob003_step_one,4,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.46001325361430645,26,155,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob003_step_one,0,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.18118449579924345,28,157,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob003_step_one,1,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.17431004205718637,27,156,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob003_step_one,2,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.18111254228278995,28,157,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob003_step_one,3,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.17451568506658077,27,156,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob003_step_one,4,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.1810900908894837,28,157,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob003_step_one,0,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.5531645719893277,30,165,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob003_step_one,1,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.5511912838555872,30,165,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob003_step_one,2,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.5246631810441613,30,165,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob003_step_one,3,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.5270122312940657,30,165,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob003_step_one,4,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.5223906529136002,30,165,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob003_step_one,0,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.1952387960627675,30,165,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob003_step_one,1,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.19481714814901352,30,165,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob003_step_one,2,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.1948592383414507,30,165,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob003_step_one,3,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.1898021660745144,29,164,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob003_step_one,4,True,True,True,passed,7a72bf755e1f1b4226d4abd508e7a940343445123022fc645291ecc2432bf3fe,0.1930591338314116,30,165,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob004_vector2,0,False,False,False,compile_failure,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,6.657183489762247,143,295,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob004_vector2,1,False,False,False,compile_failure,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,6.396927455440164,143,295,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob004_vector2,2,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,4.1572617925703526,87,239,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob004_vector2,3,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,4.232262781821191,87,239,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob004_vector2,4,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,4.0887037524953485,87,239,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob004_vector2,0,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,1.8118933476507664,103,249,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob004_vector2,1,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,1.2069457219913602,69,215,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob004_vector2,2,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,1.2076603481546044,69,215,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob004_vector2,3,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,1.207194708287716,69,215,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob004_vector2,4,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,1.20678651612252,69,215,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob004_vector2,0,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,0.4675604528747499,70,216,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob004_vector2,1,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,0.44550333078950644,70,216,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob004_vector2,2,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,0.44541630893945694,70,216,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob004_vector2,3,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,0.4446839611046016,70,216,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob004_vector2,4,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,0.4450575499795377,70,216,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob004_vector2,0,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,1.2081334027461708,74,228,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob004_vector2,1,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,2.6206469158641994,171,325,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob004_vector2,2,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,2.716356795281172,176,330,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob004_vector2,3,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,2.9282121881842613,189,343,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-27b,qwen36-27b,Prob004_vector2,4,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,2.9707099781371653,189,343,verilogeval_pass5_qwen36_27b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob004_vector2,0,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,0.637123997323215,114,268,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob004_vector2,1,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,0.6274912841618061,114,268,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob004_vector2,2,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,1.245146606117487,234,388,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob004_vector2,3,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,0.6269086259417236,114,268,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,qwen36-35b-a3b,qwen36-35b-a3b,Prob004_vector2,4,True,True,True,passed,6a224ac0d0bc2eb84b8f442d3a586921dec4aae11d1dc23b11beb7c3f755fc1e,0.6284199198707938,114,268,verilogeval_pass5_qwen36_35b_a3b
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob005_notgate,0,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,1.7284337738528848,38,171,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob005_notgate,1,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,1.8323367098346353,38,171,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob005_notgate,2,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,1.7384510831907392,38,171,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob005_notgate,3,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,1.591748927719891,36,169,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,deepseek-coder-v2-lite-instruct,deepseek-coder-v2-lite,Prob005_notgate,4,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,1.8476688908413053,38,171,verilogeval_pass5_deepseek_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob005_notgate,0,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,0.530729403719306,30,160,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob005_notgate,1,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,0.5307589378207922,30,160,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob005_notgate,2,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,0.5111749051138759,29,159,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob005_notgate,3,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,0.5283197024837136,30,160,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen25-coder-32b,qwen25-coder-32b,Prob005_notgate,4,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,0.5284805335104465,30,160,verilogeval_pass5_qwen25_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob005_notgate,0,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,0.19815760385245085,30,160,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob005_notgate,1,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,0.19765358371660113,30,160,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob005_notgate,2,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,0.19775137584656477,30,160,verilogeval_pass5_qwen3_coder
baseline_v0_1,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b,Prob005_notgate,3,True,True,True,passed,c233790593d36e4623c1d408e7ce1fb108cafd2eb7832fb72057301074f8bc5e,0.19855613820254803,30,160,verilogeval_pass5_qwen3_coder
