baseline,benchmark,mode,task_id,model,sample_id,final_pass,compile_pass,sim_pass,failure_category,source_results_path
baseline_v0_1,rtlopt,equivalence,comparator_16bit,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_16bit,qwen3-coder-30b-a3b-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_16bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_16bit,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_2bit,deepseek-coder-v2-lite-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_2bit,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_2bit,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_2bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_2bit,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_4bit,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_4bit,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_4bit,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_4bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_4bit,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_8bit,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_8bit,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_8bit,qwen3-coder-30b-a3b-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_8bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,comparator_8bit,qwen36-35b-a3b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,decoder_6bit,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,decoder_6bit,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,decoder_6bit,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,decoder_6bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,decoder_6bit,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,decoder_8bit,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,decoder_8bit,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,decoder_8bit,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,decoder_8bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,decoder_8bit,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_16bit,deepseek-coder-v2-lite-instruct,0,False,True,False,timeout,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_16bit,qwen25-coder-32b,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_16bit,qwen3-coder-30b-a3b-instruct,0,False,True,False,timeout,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_16bit,qwen36-27b,0,False,True,False,timeout,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_16bit,qwen36-35b-a3b,0,False,True,False,timeout,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_32bit,deepseek-coder-v2-lite-instruct,0,False,True,False,timeout,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_32bit,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_32bit,qwen3-coder-30b-a3b-instruct,0,False,True,False,timeout,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_32bit,qwen36-27b,0,False,True,False,timeout,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_32bit,qwen36-35b-a3b,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_4bit,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_4bit,qwen25-coder-32b,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_4bit,qwen3-coder-30b-a3b-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_4bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_4bit,qwen36-35b-a3b,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_8bit,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_8bit,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_8bit,qwen3-coder-30b-a3b-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_8bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,divider_8bit,qwen36-35b-a3b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,fsm,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,fsm,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,fsm,qwen3-coder-30b-a3b-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,fsm,qwen36-27b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,fsm,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,fsm_encode,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,fsm_encode,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,fsm_encode,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,fsm_encode,qwen36-27b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,fsm_encode,qwen36-35b-a3b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,gray,deepseek-coder-v2-lite-instruct,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,gray,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,gray,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,gray,qwen36-27b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,gray,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mac,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mac,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mac,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mac,qwen36-27b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mac,qwen36-35b-a3b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul,deepseek-coder-v2-lite-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul_const,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul_const,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul_const,qwen3-coder-30b-a3b-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul_const,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul_const,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul_subexpression,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul_subexpression,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul_subexpression,qwen3-coder-30b-a3b-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul_subexpression,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mul_subexpression,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mult_if,deepseek-coder-v2-lite-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mult_if,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mult_if,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mult_if,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mult_if,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_4to1_16bit,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_4to1_16bit,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_4to1_16bit,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_4to1_16bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_4to1_16bit,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_4to1_64bit,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_4to1_64bit,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_4to1_64bit,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_4to1_64bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_4to1_64bit,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_dead,deepseek-coder-v2-lite-instruct,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_dead,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_dead,qwen3-coder-30b-a3b-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_dead,qwen36-27b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_dead,qwen36-35b-a3b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_encode,deepseek-coder-v2-lite-instruct,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_encode,qwen25-coder-32b,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_encode,qwen3-coder-30b-a3b-instruct,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_encode,qwen36-27b,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_encode,qwen36-35b-a3b,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_large,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_large,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_large,qwen3-coder-30b-a3b-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_large,qwen36-27b,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,mux_large,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,register,deepseek-coder-v2-lite-instruct,0,False,False,False,code_extraction_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,register,qwen25-coder-32b,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,register,qwen3-coder-30b-a3b-instruct,0,False,False,False,code_extraction_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,register,qwen36-27b,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,register,qwen36-35b-a3b,0,False,False,False,synthesis_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,saturating_add,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,saturating_add,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,saturating_add,qwen3-coder-30b-a3b-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,saturating_add,qwen36-27b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,saturating_add,qwen36-35b-a3b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,selector,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,selector,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,selector,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,selector,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,selector,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_16bit,deepseek-coder-v2-lite-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_16bit,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_16bit,qwen3-coder-30b-a3b-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_16bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_16bit,qwen36-35b-a3b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_32bit,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_32bit,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_32bit,qwen3-coder-30b-a3b-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_32bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_32bit,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_4bit,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_4bit,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_4bit,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_4bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_4bit,qwen36-35b-a3b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_8bit,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_8bit,qwen25-coder-32b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_8bit,qwen3-coder-30b-a3b-instruct,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_8bit,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,sub_8bit,qwen36-35b-a3b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,ticket_machine,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,ticket_machine,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,ticket_machine,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,ticket_machine,qwen36-27b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,equivalence,ticket_machine,qwen36-35b-a3b,0,False,True,False,equiv_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,add_sub,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,add_sub,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,add_sub,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,add_sub,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,add_sub,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder_carry,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder_carry,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder_carry,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder_carry,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder_carry,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder_select,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder_select,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder_select,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder_select,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,adder_select,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,addr_calcu,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,addr_calcu,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,addr_calcu,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,addr_calcu,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,addr_calcu,qwen36-35b-a3b,0,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,rtlopt,lint,alu_64bit,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
